"","ModuleColors","genes"
"13078","green","PLCB4"
"13106","green","PLEKHF2"
"13123","green","PLIN1"
"13191","green","PNPLA8"
"13198","green","POGLUT1"
"13266","green","PP2672"
"13271","green","PPAPDC1B"
"13300","green","PPIL3"
"13309","green","PPM1J"
"13338","green","PPP2R2B"
"13343","green","PPP2R3C"
"13348","green","PPP3CC"
"13352","green","PPP4R1"
"13372","green","PRC1"
"13385","green","PRDX4"
"13412","green","PRKAR2B"
"13421","green","PRKD3"
"13423","green","PRKG1"
"13425","green","PRKRIR"
"13456","green","PRPF38B"
"13460","green","PRPF4B"
"13466","green","PRPS2"
"13484","green","PRRG1"
"13491","green","PRSS16"
"13517","green","PSKH1"
"13545","green","PSME4"
"13549","green","PSMG4"
"13557","green","PTBP2"
"13610","green","PTPN9"
"13621","green","PTPRO"
"13634","green","PUM2"
"13654","green","PXMP2"
"13663","green","PYROXD1"
"13693","green","RAB30"
"13696","green","RAB33A"
"13697","green","RAB33B"
"13726","green","RABEP1"
"13736","green","RAD1"
"13741","green","RAD51AP1"
"13758","green","RAI14"
"13760","green","RALA"
"13776","green","RANBP6"
"13778","green","RANGRF"
"13828","green","RB1CC1"
"13829","green","RBBP4"
"13841","green","RBM11"
"13853","green","RBM27"
"13867","green","RBM7"
"13873","green","RBMXL1"
"13877","green","RBPJ"
"13883","green","RCBTB1"
"13887","green","RCHY1"
"13892","green","RCOR3"
"13909","green","REEP3"
"13912","green","REG1A"
"13917","green","RELL1"
"13926","green","RERG"
"13949","green","RFX7"
"13969","green","RGS19"
"13994","green","RHOBTB3"
"14015","green","RIMKLB"
"14020","green","RINT1"
"14033","green","RLIM"
"14036","green","RMI1"
"14056","green","RNF111"
"14070","green","RNF146"
"14080","green","RNF180"
"14103","green","RNGTT"
"14112","green","ROCK1"
"14142","green","RPL12"
"14166","green","RPL7"
"14168","green","RPL8"
"14169","green","RPL9"
"14175","green","RPP21"
"14176","green","RPP25"
"14202","green","RPS6KA5"
"14204","green","RPS6KB1"
"14208","green","RPS9"
"14219","green","RRAS2"
"14267","green","RUFY2"
"14268","green","RUFY3"
"14282","green","RWDD4A"
"14291","green","S100A10"
"14301","green","S100PBP"
"14331","green","SAP30L"
"14333","green","SAR1A"
"14342","green","SASS6"
"14352","green","SBNO1"
"14355","green","SCAF11"
"14358","green","SCAMP1"
"14362","green","SCAND3"
"14408","green","SCYL2"
"14418","green","SDCCAG8"
"14435","green","SEC11A"
"14449","green","SEC24A"
"14450","green","SEC24B"
"14458","green","SEC63"
"14499","green","SEPHS1"
"14513","green","SEPX1"
"14576","green","SF3B14"
"14581","green","SFMBT1"
"14618","green","SGTB"
"14665","green","SHOC2"
"14671","green","SHROOM3"
"14674","green","SIAH1"
"14692","green","SIKE1"
"14713","green","SIX3"
"14717","green","SKA1"
"14729","green","SLAIN2"
"14767","green","SLC16A9"
"14773","green","SLC17A8"
"14831","green","SLC25A46"
"14839","green","SLC26A2"
"14853","green","SLC29A3"
"14885","green","SLC35E2B"
"14906","green","SLC38A9"
"14923","green","SLC44A5"
"14926","green","SLC45A3"
"14956","green","SLC6A15"
"15031","green","SMARCAD1"
"15038","green","SMC1A"
"15040","green","SMC2"
"15042","green","SMC4"
"15045","green","SMCHD1"
"15049","green","SMEK2"
"15070","green","SMURF2"
"15072","green","SMYD2"
"15081","green","SNAPC3"
"15101","green","SNRNP48"
"15107","green","SNRPE"
"15148","green","SOD2"
"15152","green","SORBS2"
"15160","green","SOS2"
"15184","green","SP3"
"15199","green","SPAG9"
"15225","green","SPC25"
"15282","green","SPTB"
"15299","green","SRD5A3"
"15316","green","SRPK2"
"15321","green","SRR"
"15328","green","SRSF12"
"15361","green","ST13"
"15374","green","ST6GALNAC3"
"15384","green","ST8SIA4"
"15396","green","STAM2"
"15420","green","STEAP3"
"15432","green","STK17A"
"15445","green","STK39"
"15455","green","STON1"
"15458","green","STOX1"
"15462","green","STRAP"
"15480","green","STX7"
"15489","green","STYX"
"15526","green","SUV39H2"
"15532","green","SVIL"
"15549","green","SYNCRIP"
"15552","green","SYNGR2"
"15556","green","SYNM"
"15593","green","TACC3"
"15666","green","TBC1D14"
"15678","green","TBC1D2B"
"15691","green","TBL1XR1"
"15712","green","TCEAL7"
"15716","green","TCEB3"
"15768","green","TES"
"15771","green","TET1"
"15783","green","TFAM"
"15791","green","TFDP2"
"15810","green","TGFBR1"
"15811","green","TGFBR2"
"15826","green","THAP2"
"15834","green","THBD"
"15849","green","THSD4"
"15853","green","THUMPD1"
"15854","green","THUMPD2"
"15872","green","TIMM8B"
"15880","green","TINP1"
"15881","green","TIPARP"
"15897","green","TLE4"
"15900","green","TLK2"
"15931","green","TM9SF3"
"15945","green","TMCO3"
"15987","green","TMEM14C"
"16020","green","TMEM187"
"16042","green","TMEM216"
"16056","green","TMEM26"
"16059","green","TMEM33"
"16067","green","TMEM41A"
"16072","green","TMEM45A"
"16078","green","TMEM55A"
"16087","green","TMEM65"
"16129","green","TMX1"
"16137","green","TNFAIP3"
"16163","green","TNFSF18"
"16169","green","TNIP3"
"16201","green","TOP1"
"16246","green","TPRKB"
"16267","green","TRAM1"
"16308","green","TRIM33"
"16326","green","TRIM59"
"16346","green","TRMT10B"
"16361","green","TRO"
"16397","green","TSHZ1"
"16403","green","TSN"
"16412","green","TSPAN17"
"16418","green","TSPAN6"
"16421","green","TSPAN9"
"16449","green","TTC27"
"16458","green","TTC37"
"16463","green","TTC5"
"16471","green","TTL"
"16475","green","TTLL12"
"16517","green","TXNDC17"
"16520","green","TXNIP"
"16521","green","TXNL1"
"16551","green","UBE2D1"
"16556","green","UBE2G1"
"16565","green","UBE2N"
"16568","green","UBE2Q2"
"16583","green","UBLCP1"
"16612","green","UFM1"
"16616","green","UGDH"
"16619","green","UGP2"
"16628","green","UHRF1"
"16631","green","UHRF2"
"16638","green","UNC119B"
"16645","green","UNC5B"
"16683","green","USP1"
"16686","green","USP14"
"16687","green","USP15"
"16711","green","USP42"
"16720","green","USP53"
"16725","green","USP9X"
"16734","green","UTRN"
"16748","green","VANGL1"
"16760","green","VCAM1"
"16761","green","VCAN"
"16769","green","VEZT"
"16772","green","VGLL4"
"16777","green","VIMP"
"16816","green","VRK1"
"16838","green","WAPAL"
"16849","green","WBP5"
"16873","green","WDR43"
"16902","green","WDYHV1"
"16903","green","WEE1"
"16919","green","WIBG"
"16928","green","WNK1"
"16930","green","WNK3"
"16954","green","WTAP"
"16985","green","XPR1"
"16990","green","XRN2"
"16992","green","XYLT1"
"16997","green","YBX1"
"16999","green","YES1"
"17029","green","ZBED4"
"17033","green","ZBTB11"
"17041","green","ZBTB24"
"17052","green","ZBTB41"
"17089","green","ZCCHC7"
"17090","green","ZCCHC8"
"17097","green","ZDHHC15"
"17106","green","ZDHHC4"
"17111","green","ZEB1"
"17113","green","ZEB2"
"17123","green","ZFP112"
"17131","green","ZFP90"
"17134","green","ZFX"
"17142","green","ZFYVE9"
"17151","green","ZKSCAN2"
"17160","green","ZMIZ1"
"17166","green","ZMYM4"
"17179","green","ZNF12"
"17200","green","ZNF17"
"17208","green","ZNF184"
"17215","green","ZNF197"
"17226","green","ZNF22"
"17236","green","ZNF235"
"17240","green","ZNF25"
"17244","green","ZNF253"
"17247","green","ZNF260"
"17252","green","ZNF271"
"17270","green","ZNF318"
"17272","green","ZNF32"
"17274","green","ZNF322A"
"17292","green","ZNF354A"
"17296","green","ZNF384"
"17302","green","ZNF398"
"17306","green","ZNF415"
"17311","green","ZNF43"
"17332","green","ZNF471"
"17339","green","ZNF496"
"17342","green","ZNF501"
"17348","green","ZNF512"
"17352","green","ZNF518A"
"17375","green","ZNF562"
"17377","green","ZNF567"
"17387","green","ZNF583"
"17389","green","ZNF585B"
"17401","green","ZNF608"
"17404","green","ZNF613"
"17407","green","ZNF616"
"17408","green","ZNF618"
"17410","green","ZNF621"
"17411","green","ZNF624"
"17412","green","ZNF626"
"17413","green","ZNF627"
"17417","green","ZNF639"
"17419","green","ZNF643"
"17426","green","ZNF662"
"17432","green","ZNF670"
"17436","green","ZNF678"
"17437","green","ZNF680"
"17438","green","ZNF681"
"17453","green","ZNF708"
"17458","green","ZNF721"
"17461","green","ZNF74"
"17474","green","ZNF776"
"17499","green","ZNF828"
"17502","green","ZNF84"
"17509","green","ZNF92"
"17524","green","ZRANB1"
"17527","green","ZSCAN1"
"17531","green","ZSCAN16"
"17544","green","ZSWIM6"
"17548","green","ZXDA"
"17555","green","ZZZ3"
"38","greenyellow","ABCB9"
"110","greenyellow","ACIN1"
"150","greenyellow","ACTL6B"
"203","greenyellow","ADAMTS3"
"220","greenyellow","ADCK2"
"299","greenyellow","AGPAT2"
"361","greenyellow","AKR1A1"
"426","greenyellow","AMBRA1"
"444","greenyellow","ANAPC11"
"506","greenyellow","ANKS1A"
"570","greenyellow","APEX2"
"623","greenyellow","ARFGAP1"
"648","greenyellow","ARHGAP35"
"656","greenyellow","ARHGDIG"
"765","greenyellow","ASMTL"
"934","greenyellow","B9D2"
"945","greenyellow","BAI1"
"1026","greenyellow","BEST2"
"1081","greenyellow","BMS1"
"1085","greenyellow","BNIP1"
"1101","greenyellow","BPIFA1"
"1122","greenyellow","BRF2"
"1167","greenyellow","BUD31"
"1172","greenyellow","C10H20orf11"
"1208","greenyellow","C11H12orf57"
"1246","greenyellow","C13H2orf76"
"1249","greenyellow","C13orf26"
"1268","greenyellow","C14H11orf83"
"1300","greenyellow","C16H17orf101"
"1322","greenyellow","C16orf57"
"1347","greenyellow","C19H19orf10"
"1351","greenyellow","C19H19orf52"
"1437","greenyellow","C20orf29"
"1455","greenyellow","C2CD3"
"1458","greenyellow","C2H3orf18"
"1488","greenyellow","C3H7orf26"
"1588","greenyellow","C7H14orf79"
"1633","greenyellow","C9H10orf35"
"1687","greenyellow","CACNB3"
"1696","greenyellow","CADM3"
"1733","greenyellow","CAPN10"
"1764","greenyellow","CASP2"
"1919","greenyellow","CCM2"
"1928","greenyellow","CCNE1"
"1956","greenyellow","CCT4"
"2035","greenyellow","CDC34"
"2094","greenyellow","CDK5RAP1"
"2110","greenyellow","CDKN2D"
"2138","greenyellow","CELF6"
"2248","greenyellow","CHRD"
"2379","greenyellow","CLN8"
"2383","greenyellow","CLPP"
"2395","greenyellow","CLTB"
"2400","greenyellow","CLYBL"
"2417","greenyellow","CN5H6.4"
"2439","greenyellow","CNPPD1"
"2459","greenyellow","CNTROB"
"2464","greenyellow","COBRA1"
"2502","greenyellow","COL7A1"
"2512","greenyellow","COMMD5"
"2536","greenyellow","CORO1A"
"2538","greenyellow","CORO1C"
"2591","greenyellow","CPSF4"
"2636","greenyellow","CROCC"
"2665","greenyellow","CSDC2"
"2688","greenyellow","CSNK2A1"
"2689","greenyellow","CSNK2A2"
"2703","greenyellow","CST6"
"2902","greenyellow","DBN1"
"2941","greenyellow","DCTN3"
"2960","greenyellow","DDT"
"2968","greenyellow","DDX39A"
"2988","greenyellow","DECR2"
"3042","greenyellow","DGKZ"
"3172","greenyellow","DNAJC28"
"3283","greenyellow","DTYMK"
"3313","greenyellow","DYM"
"3408","greenyellow","EHBP1L1"
"3441","greenyellow","EIF3H"
"3469","greenyellow","ELF2"
"3520","greenyellow","EMX2OS"
"3620","greenyellow","ERGIC3"
"3682","greenyellow","EXOC3"
"3734","greenyellow","FAHD1"
"3761","greenyellow","FAM122C"
"3763","greenyellow","FAM125A"
"3772","greenyellow","FAM134B"
"3809","greenyellow","FAM188A"
"3927","greenyellow","FBL"
"4081","greenyellow","FKBP1B"
"4091","greenyellow","FLAD1"
"4134","greenyellow","FLRT2"
"4187","greenyellow","FOXM1"
"4210","greenyellow","FRAT1"
"4219","greenyellow","FRMD5"
"4275","greenyellow","FZD9"
"4399","greenyellow","GDF15"
"4418","greenyellow","GEN1"
"4431","greenyellow","GGA1"
"4484","greenyellow","GLA"
"4511","greenyellow","GLT25D1"
"4544","greenyellow","GNB1L"
"4557","greenyellow","GNL1"
"4712","greenyellow","GPX4"
"4778","greenyellow","GSTT2"
"4846","greenyellow","HADHA"
"4859","greenyellow","HARBI1"
"4876","greenyellow","HBEGF"
"4894","greenyellow","HCN4"
"4904","greenyellow","HDAC5"
"4998","greenyellow","HIST1H2AC"
"5040","greenyellow","HM13"
"5041","greenyellow","HMBS"
"5078","greenyellow","HNRNPL"
"5151","greenyellow","HS3ST3B1"
"5157","greenyellow","HSD17B1"
"5393","greenyellow","ILF3"
"5447","greenyellow","INTS12"
"5449","greenyellow","INTS4"
"5494","greenyellow","IRF6"
"5516","greenyellow","ISLR2"
"5583","greenyellow","JAK1"
"5619","greenyellow","KANSL1-AS1"
"5727","greenyellow","KDM4A"
"5739","greenyellow","KHK"
"5883","greenyellow","KLHL18"
"5941","greenyellow","KRI1"
"6139","greenyellow","LIMK1"
"6186","greenyellow","LINC00476"
"6275","greenyellow","LOC100131564"
"6430","greenyellow","LOC387647"
"6536","greenyellow","LOC693620"
"6624","greenyellow","LOC694409"
"6638","greenyellow","LOC694582"
"6671","greenyellow","LOC694854"
"6731","greenyellow","LOC695340"
"6748","greenyellow","LOC695444"
"6761","greenyellow","LOC695577"
"6826","greenyellow","LOC695986"
"6843","greenyellow","LOC696112"
"6861","greenyellow","LOC696224"
"6877","greenyellow","LOC696317"
"7046","greenyellow","LOC697506"
"7065","greenyellow","LOC697611"
"7118","greenyellow","LOC697998"
"7131","greenyellow","LOC698099"
"7144","greenyellow","LOC698167"
"7185","greenyellow","LOC698445"
"7199","greenyellow","LOC698624"
"7223","greenyellow","LOC698821"
"7244","greenyellow","LOC698984"
"7245","greenyellow","LOC699003"
"7339","greenyellow","LOC699605"
"7359","greenyellow","LOC699778"
"7383","greenyellow","LOC699946"
"7391","greenyellow","LOC700029"
"7392","greenyellow","LOC700034"
"7424","greenyellow","LOC700335"
"7439","greenyellow","LOC700452"
"7445","greenyellow","LOC700537"
"7571","greenyellow","LOC701620"
"7581","greenyellow","LOC701685"
"7622","greenyellow","LOC702028"
"7805","greenyellow","LOC703625"
"7808","greenyellow","LOC703641"
"7847","greenyellow","LOC703896"
"7851","greenyellow","LOC703921"
"7868","greenyellow","LOC704044"
"8053","greenyellow","LOC705840"
"8196","greenyellow","LOC707094"
"8246","greenyellow","LOC707463"
"8278","greenyellow","LOC707706"
"8320","greenyellow","LOC707982"
"8375","greenyellow","LOC708379"
"8385","greenyellow","LOC708451"
"8411","greenyellow","LOC708597"
"8456","greenyellow","LOC708898"
"8493","greenyellow","LOC709053"
"8549","greenyellow","LOC709344"
"8595","greenyellow","LOC709602"
"8618","greenyellow","LOC709698"
"8659","greenyellow","LOC709915"
"8834","greenyellow","LOC710864"
"9028","greenyellow","LOC711961"
"9038","greenyellow","LOC711999"
"9040","greenyellow","LOC712018"
"9116","greenyellow","LOC712473"
"9143","greenyellow","LOC712618"
"9198","greenyellow","LOC713023"
"9295","greenyellow","LOC713534"
"9376","greenyellow","LOC713965"
"9494","greenyellow","LOC714709"
"9520","greenyellow","LOC714842"
"9539","greenyellow","LOC714932"
"9543","greenyellow","LOC714963"
"9587","greenyellow","LOC715203"
"9631","greenyellow","LOC715459"
"9635","greenyellow","LOC715485"
"9650","greenyellow","LOC715595"
"9705","greenyellow","LOC715889"
"9760","greenyellow","LOC716196"
"9776","greenyellow","LOC716318"
"9785","greenyellow","LOC716377"
"9847","greenyellow","LOC716710"
"9862","greenyellow","LOC716822"
"9865","greenyellow","LOC716833"
"9933","greenyellow","LOC717212"
"9957","greenyellow","LOC717328"
"9963","greenyellow","LOC717360"
"10021","greenyellow","LOC717690"
"10027","greenyellow","LOC717734"
"10037","greenyellow","LOC717773"
"10274","greenyellow","LOC719064"
"10285","greenyellow","LOC719101"
"10287","greenyellow","LOC719106"
"10294","greenyellow","LOC719149"
"10318","greenyellow","LOC719330"
"10321","greenyellow","LOC719346"
"10330","greenyellow","LOC719390"
"10385","greenyellow","LOC719682"
"10439","greenyellow","LOC720001"
"10443","greenyellow","LOC720018"
"10448","greenyellow","LOC720047"
"10465","greenyellow","LOC720154"
"10490","greenyellow","LOC720298"
"10513","greenyellow","LOC720510"
"10542","greenyellow","LOC720811"
"10587","greenyellow","LOC721162"
"10631","greenyellow","LOC721483"
"10699","greenyellow","LOC721904"
"10705","greenyellow","LOC721930"
"10764","greenyellow","LOC722246"
"10872","greenyellow","LOC728855"
"10961","greenyellow","LRRC20"
"10980","greenyellow","LRRC45"
"11034","greenyellow","LTBP2"
"11076","greenyellow","LZTS1"
"11077","greenyellow","LZTS2"
"11140","greenyellow","MAMU-E"
"11217","greenyellow","MAST1"
"11280","greenyellow","MCRS1"
"11310","greenyellow","MED16"
"11313","greenyellow","MED19"
"11334","greenyellow","MEGF6"
"11351","greenyellow","MESP2"
"11391","greenyellow","MFSD11"
"11483","greenyellow","MKL1"
"11631","greenyellow","MRPL28"
"11680","greenyellow","MRTO4"
"11739","greenyellow","MTMR14"
"11795","greenyellow","MYEOV2"
"11838","greenyellow","MYO9B"
"11904","greenyellow","NARFL"
"11946","greenyellow","NCOA5"
"12142","greenyellow","NOBOX"
"12191","greenyellow","NPC1"
"12199","greenyellow","NPHP1"
"12200","greenyellow","NPHP3"
"12285","greenyellow","NT5C2"
"12291","greenyellow","NT5M"
"12309","greenyellow","NUBP2"
"12318","greenyellow","NUDT16L1"
"12544","greenyellow","OST4"
"12762","greenyellow","PCYOX1"
"12824","greenyellow","PDRG1"
"12852","greenyellow","PEMT"
"12874","greenyellow","PFDN2"
"12902","greenyellow","PGPEP1"
"12929","greenyellow","PHF23"
"12961","greenyellow","PICK1"
"12973","greenyellow","PIGO"
"12982","greenyellow","PIH1D1"
"12986","greenyellow","PIK3C2B"
"13020","greenyellow","PITPNM1"
"13113","greenyellow","PLEKHJ1"
"13145","greenyellow","PLXNA1"
"13173","greenyellow","PNCK"
"13201","greenyellow","POLD1"
"13212","greenyellow","POLL"
"13222","greenyellow","POLR2F"
"13223","greenyellow","POLR2G"
"13294","greenyellow","PPIE"
"13307","greenyellow","PPM1F"
"13335","greenyellow","PPP2R1A"
"13544","greenyellow","PSME2"
"13547","greenyellow","PSMG2"
"13565","greenyellow","PTDSS2"
"13619","greenyellow","PTPRM"
"13632","greenyellow","PUF60"
"13746","greenyellow","RAD54B"
"13768","greenyellow","RALY"
"13814","greenyellow","RASL11B"
"13858","greenyellow","RBM38"
"13886","greenyellow","RCE1"
"13895","greenyellow","RDBP"
"13906","greenyellow","RECQL"
"13933","greenyellow","REXO1L1"
"13953","greenyellow","RGL2"
"13981","greenyellow","RHBDD3"
"14001","greenyellow","RHOV"
"14037","greenyellow","RMND1"
"14059","greenyellow","RNF115"
"14077","greenyellow","RNF169"
"14100","greenyellow","RNF5"
"14192","greenyellow","RPS26"
"14205","greenyellow","RPS6KB2"
"14276","greenyellow","RUSC2"
"14344","greenyellow","SAT2"
"14403","greenyellow","SCRN2"
"14485","greenyellow","SEMA6B"
"14500","greenyellow","SEPHS2"
"14519","greenyellow","SERINC2"
"14542","greenyellow","SERPINB9"
"14567","greenyellow","SETDB1"
"14633","greenyellow","SH3BP4"
"14652","greenyellow","SHC2"
"14746","greenyellow","SLC12A9"
"14778","greenyellow","SLC19A2"
"14802","greenyellow","SLC25A1"
"14896","greenyellow","SLC37A1"
"14910","greenyellow","SLC39A3"
"15003","greenyellow","SLFN12"
"15027","greenyellow","SMAD6"
"15057","greenyellow","SMPD2"
"15092","greenyellow","SNIP"
"15232","greenyellow","SPECC1L"
"15241","greenyellow","SPHK2"
"15256","greenyellow","SPNS1"
"15334","greenyellow","SRSF9"
"15336","greenyellow","SRY"
"15350","greenyellow","SSR4P1"
"15468","greenyellow","STT3A"
"15510","greenyellow","SUN2"
"15515","greenyellow","SUPT5H"
"15636","greenyellow","TARBP2"
"15731","greenyellow","TCP1"
"15759","greenyellow","TEKT1"
"15762","greenyellow","TELO2"
"15825","greenyellow","THAP11"
"15830","greenyellow","THAP7"
"15948","greenyellow","TMED1"
"15975","greenyellow","TMEM132A"
"16037","greenyellow","TMEM208"
"16094","greenyellow","TMEM86A"
"16111","greenyellow","TMPO-AS1"
"16185","greenyellow","TNPO3"
"16331","greenyellow","TRIM66"
"16356","greenyellow","TRMT61A"
"16417","greenyellow","TSPAN4"
"16431","greenyellow","TSSC4"
"16441","greenyellow","TTC13"
"16444","greenyellow","TTC17"
"16446","greenyellow","TTC23"
"16462","greenyellow","TTC4"
"16544","greenyellow","UBAC2"
"16573","greenyellow","UBE2W"
"16596","greenyellow","UBXN1"
"16605","greenyellow","UCKL1"
"16634","greenyellow","ULK2"
"16642","greenyellow","UNC45A"
"16652","greenyellow","UNK"
"16661","greenyellow","UPP1"
"16678","greenyellow","USE1"
"16705","greenyellow","USP35"
"16718","greenyellow","USP5"
"16751","greenyellow","VARS"
"16754","greenyellow","VASN"
"16762","greenyellow","VCPIP1"
"16802","greenyellow","VPS35"
"16812","greenyellow","VPS53"
"16814","greenyellow","VPS72"
"16878","greenyellow","WDR54"
"16890","greenyellow","WDR74"
"16988","greenyellow","XRCC5"
"17021","greenyellow","ZAN"
"17076","greenyellow","ZC3H3"
"17079","greenyellow","ZC3H7A"
"17085","greenyellow","ZCCHC17"
"17132","greenyellow","ZFPM1"
"17137","greenyellow","ZFYVE19"
"17183","greenyellow","ZNF133"
"17286","greenyellow","ZNF34"
"17337","greenyellow","ZNF492"
"17392","greenyellow","ZNF592"
"17415","greenyellow","ZNF629"
"17433","greenyellow","ZNF671"
"17443","greenyellow","ZNF692"
"17463","greenyellow","ZNF746"
"17534","greenyellow","ZSCAN21"
"94","grey","ACAP2"
"196","grey","ADAMTS14"
"256","grey","ADPRH"
"330","grey","AHSA2"
"407","grey","ALMS1"
"419","grey","ALS2CR11"
"432","grey","AMMECR1"
"442","grey","ANAPC1"
"478","grey","ANKRD18A"
"479","grey","ANKRD18B"
"507","grey","ANKS1B"
"579","grey","APOB"
"597","grey","APOOL"
"621","grey","ARF4"
"652","grey","ARHGAP5"
"839","grey","ATP4A"
"879","grey","ATRX"
"893","grey","AVIL"
"1025","grey","BEND7"
"1109","grey","BRAP"
"1190","grey","C10orf25"
"1235","grey","C13H2orf18"
"1242","grey","C13H2orf68"
"1250","grey","C13orf31"
"1251","grey","C13orf33"
"1374","grey","C1H1orf123"
"1506","grey","C3orf79"
"1515","grey","C4H6orf165"
"1523","grey","C4H6orf62"
"1541","grey","C5orf25"
"1542","grey","C5orf28"
"1546","grey","C5orf63"
"1562","grey","C6orf141"
"1591","grey","C7H15orf40"
"1787","grey","CBLN1"
"1805","grey","CC2D2B"
"1858","grey","CCDC30"
"1921","grey","CCNA2"
"1996","grey","CD44"
"2113","grey","CDON"
"2186","grey","CES5A"
"2340","grey","CLDN23"
"2458","grey","CNTNAP5"
"2800","grey","CXHXorf38"
"2806","grey","CXorf24"
"2943","grey","DCTN5"
"3039","grey","DGKG"
"3303","grey","DUSP27"
"3373","grey","EEF2"
"3376","grey","EEPD1"
"3390","grey","EFNA5"
"3398","grey","EGFEM1P"
"3540","grey","ENSA"
"3863","grey","FAM57A"
"3898","grey","FAN1"
"3993","grey","FCMD"
"3994","grey","FCN1"
"4125","grey","FLJ42709"
"4127","grey","FLJ45340"
"4139","grey","FLT4"
"4325","grey","GALNT14"
"4401","grey","GDF3"
"4523","grey","GLYR1"
"4749","grey","GRM5"
"4788","grey","GTF2H1"
"4792","grey","GTF2H5"
"5006","grey","HIST1H2BH"
"5012","grey","HIST2H2AC"
"5026","grey","HLA-A"
"5032","grey","HLA-DRB1"
"5070","grey","HNRNPA3"
"5169","grey","HSF5"
"5170","grey","HSFY1"
"5183","grey","HSPB1"
"5273","grey","IFT140"
"5325","grey","IL10RB"
"5481","grey","IQSEC3"
"5486","grey","IRAK3"
"5501","grey","IRS4"
"5640","grey","KCNA3"
"5656","grey","KCNE4"
"5716","grey","KCTD9"
"5717","grey","KDELC2"
"5801","grey","KIDINS220"
"5808","grey","KIF18A"
"5889","grey","KLHL24"
"5901","grey","KLHL6"
"6051","grey","LCA5L"
"6137","grey","LIMD1"
"6187","grey","LINC00478"
"6199","grey","LINC00588"
"6247","grey","LOC100128164"
"6279","grey","LOC100132356"
"6322","grey","LOC100288944"
"6514","grey","LOC693481"
"6535","grey","LOC693613"
"6553","grey","LOC693767"
"6607","grey","LOC694211"
"6613","grey","LOC694294"
"6740","grey","LOC695383"
"6758","grey","LOC695543"
"6822","grey","LOC695964"
"6837","grey","LOC696069"
"6857","grey","LOC696188"
"6892","grey","LOC696437"
"6908","grey","LOC696560"
"6937","grey","LOC696764"
"6944","grey","LOC696808"
"6949","grey","LOC696872"
"7019","grey","LOC697284"
"7113","grey","LOC697978"
"7126","grey","LOC698067"
"7136","grey","LOC698135"
"7156","grey","LOC698252"
"7205","grey","LOC698664"
"7219","grey","LOC698788"
"7271","grey","LOC699183"
"7351","grey","LOC699749"
"7369","grey","LOC699867"
"7425","grey","LOC700342"
"7429","grey","LOC700382"
"7600","grey","LOC701856"
"7842","grey","LOC703875"
"7915","grey","LOC704478"
"7922","grey","LOC704549"
"7944","grey","LOC704732"
"8000","grey","LOC705352"
"8013","grey","LOC705469"
"8022","grey","LOC705533"
"8123","grey","LOC706420"
"8223","grey","LOC707307"
"8237","grey","LOC707416"
"8251","grey","LOC707501"
"8306","grey","LOC707842"
"8404","grey","LOC708556"
"8425","grey","LOC708701"
"8442","grey","LOC708799"
"8445","grey","LOC708809"
"8480","grey","LOC708988"
"8501","grey","LOC709084"
"8502","grey","LOC709087"
"8712","grey","LOC710236"
"8741","grey","LOC710387"
"8783","grey","LOC710614"
"8955","grey","LOC711527"
"8957","grey","LOC711531"
"9009","grey","LOC711871"
"9138","grey","LOC712599"
"9151","grey","LOC712688"
"9199","grey","LOC713029"
"9206","grey","LOC713090"
"9214","grey","LOC713129"
"9217","grey","LOC713147"
"9297","grey","LOC713540"
"9348","grey","LOC713835"
"9537","grey","LOC714928"
"9573","grey","LOC715145"
"9646","grey","LOC715553"
"9687","grey","LOC715769"
"9745","grey","LOC716130"
"9771","grey","LOC716278"
"9901","grey","LOC717011"
"9913","grey","LOC717057"
"9925","grey","LOC717146"
"9946","grey","LOC717246"
"9987","grey","LOC717479"
"10093","grey","LOC718040"
"10173","grey","LOC718495"
"10185","grey","LOC718563"
"10323","grey","LOC719354"
"10491","grey","LOC720309"
"10679","grey","LOC721812"
"10759","grey","LOC722205"
"10825","grey","LOC722637"
"10829","grey","LOC722712"
"10850","grey","LOC722945"
"10873","grey","LOC729121"
"10911","grey","LPCAT2"
"10938","grey","LRIG3"
"10964","grey","LRRC27"
"11045","grey","LXN"
"11074","grey","LZTFL1"
"11119","grey","MAK"
"11213","grey","MARVELD2"
"11267","grey","MCM3AP"
"11593","grey","MPP7"
"11671","grey","MRPS31"
"11679","grey","MRS2"
"11749","grey","MTR"
"11905","grey","NARG2"
"11919","grey","NAV3"
"11952","grey","NDE1"
"11980","grey","NDUFB2-AS1"
"12043","grey","NFATC3"
"12071","grey","NHEDC2"
"12110","grey","NLK"
"12158","grey","NOM1"
"12160","grey","NOMO2"
"12171","grey","NOSTRIN"
"12402","grey","OLAH"
"12563","grey","OTX2"
"12627","grey","PALB2"
"12643","grey","PAPOLA"
"12654","grey","PAQR9"
"12670","grey","PARP2"
"12686","grey","PAX2"
"12709","grey","PCDH17"
"12782","grey","PDE1A"
"12847","grey","PEG10"
"12901","grey","PGM5"
"12909","grey","PHACTR4"
"12972","grey","PIGM"
"13021","grey","PITPNM2"
"13197","grey","POFUT1"
"13199","grey","POLA1"
"13247","grey","PON3"
"13267","grey","PP7080"
"13291","grey","PPIA"
"13403","grey","PRKAA2"
"13406","grey","PRKACA"
"13437","grey","PROCA1"
"13485","grey","PRRG3"
"13771","grey","RAMP2"
